epoch,train_loss,train_acc,val_loss,val_acc,duration_min
1,2.3170109616005314,11.770334928229666,2.314065708741497,8.634274458305976,3.296113995711009
2,2.304653948713401,12.014885699096226,2.2486834103389546,12.631319763624425,2.9842534104983014
3,2.301421945517143,12.530568846358321,2.132167808178296,27.00262639527249,2.9921088020006814
4,2.294860671138206,12.737905369484317,2.4096676035296816,4.079120157583716,2.9927618066469828
5,2.291245115494107,12.791068580542264,2.156185538222425,24.400853578463558,2.9855930407842
6,2.290141246877789,12.822966507177034,2.3664942528179265,2.5525279054497703,2.9799694697062176
7,2.2852411552542766,13.354598617756512,2.2270129431413337,14.510833880499016,3.0055686513582867
8,2.2851341217645365,13.444976076555024,2.3280077824370298,22.915298752462245,3.0944460312525432
